case_id,sex,age_band,name_origin,province,region,urbanicity,NAME_PATIENT,NAME_DOCTOR,NAME_DOCTOR_2,NAME_RELATIVE,RELATIVE_RELATION,AGE,GENDER,DATE_ENCOUNTER,DATE_VALIDATION,DATE_HISTORY,DOB,INSZ,RIZIV,IBAN,CREDITCARDNUMBER,STREET,ZIPCODE,CITY,TELEFOON,TELEFOON_MOBILE,EMAIL,URL,ORGANIZATION,SPECIALTY,DIAGNOSIS,DX_EPONYM,DX_TEST,DX_ANATOMY,DX_DRUG,DX_DRUG_2,DX_HOMOGRAPH,DX_NUMERIC,DX_ABBREV,DX_CODESWITCH,noise_ops,ambiguous_surname,PATIENT_NOUN_GENERIC,PATIENT_NOUN_MARKED,HONORIFIC,PRONOUN_SUBJ,PRONOUN_POSS,fmt
CASE000023,F,18-34,maghrebi,West-Vlaanderen,Vlaanderen,town,Khadija El Fassi,dr. Leen De Clercq,dr. Leen Mertens,Leila Bennani,Dochter,28 jaar,vrouw,13-05-2026,13/05/2026,10/9/2016,°10/12/1997,97.12.10-782.69,2-67082-56-480,BE05 5669 1837 1818,4358416878499126,Kouterpark 158,8400,Oostende,+32 (0)57/48.01.62,0497/46.97.51,khadija.elfassi@telenet.be,https://www.algemeenziekenhuisdamiaan.be,Algemeen Ziekenhuis Damiaan,Reumatologie,osteoporose,ziekte van Bechterew,teken van Tinel,N. Medianus,Diltiazemzalf 2%,Progor retard 180 mg,peervormige galblaas,12u,co,full range of motion,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl_paren', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000024,M,0-17,maghrebi,Oost-Vlaanderen,Vlaanderen,town,Ismail El Fassi,dr. Ann Van den Berghe,dr. Svetlana Kaminski,Yasmine Bennani,Grootmoeder,4 jaar,man,28.04.2026,28 april 2026,24/08/2021,°29/09/2021,21092992103,8-60557-27-003,BE08 5222 5475 0088,4028385786527858,Wilgenbaan 27,9200,Dendermonde,013/30.75.62,0476526499,ismail.elfassi@proximus.be,https://www.azheilighart.be,AZ Heilig Hart,Pneumologie,"astma, goed gecontroleerd",ziekte van Hashimoto,Bristol-schaal type 4,m. Deltoideus,Trianal suppo,Injectafer 1000 mg,boomstructuur van de bronchi,18u,ODS,no evidence of malignancy,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000025,F,80-95,turkish,Antwerpen,Vlaanderen,urban,Selin Ozturk,dr. Hilde Jacobs,dr. Nele Lambert,Esra Yilmaz,Zus,89 jaar,vrouw,23/5/2026,24-05-2026,26/6/2015,°24-06-1936,36062422052,3-11883-69-008,BE29 6181 8763 0594,4938026206724001,Bloemweg 56,2800,Mechelen,013/20.82.67,0476 96 36 41,selin.ozturk@proximus.be,https://www.ziekenhuisdamiaan.be,Ziekenhuis Damiaan,Pneumologie,"astma, goed gecontroleerd",manoeuvre van Valsalva,Barthel-index 90,m. Infraspinatus,Ozempic 1 mg,Nexiam 20 mg,lintvormige stoelgang,FEV1/FVC 73.17,z.n.,no evidence of malignancy,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000026,M,80-95,flemish,Limburg,Vlaanderen,town,Bart Declercq,dr. Jan Dubois,dr. Serkan Korkmaz,Tine Verhoeven,Tante,94-jarige,man,2026-05-23,24/05/2026,4/5/2018,°24/04/1932,32 04 24 489 73,4 39320 90 007,BE05 2834 9717 6691,4878339187851913,Smidbaan 229B,3800,Sint-Truiden,042684145,0477/17.61.19,bart.declercq@telenet.be,https://www.azklina.be,AZ Klina,Pneumologie,obstructief slaapapneusyndroom,teken van Lasegue,Glasgow Coma Scale 15,M. Supraspinatus,Cose protect,Diltiazemzalf 2%,peervormige galblaas,8u,OS,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'yyyy-mm-dd', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'd/m/yyyy', 'DOB': 'degree', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'letter', 'AGE': 'jarige'}"
CASE000027,F,18-34,maghrebi,Vlaams-Brabant,Vlaanderen,town,Meryem El Amrani,dr. Femke Coppens,dr. Hilde Peeters,Nadia Bennani,Moeder,24 jaar,vrouw,26-05-2026,27 mei 2026,27-12-2021,º26 sep 2001,01 09 26 958 24,1 72371 95 480,BE94 3136 6891 2860,4686337524310694,Weverplein 70,1930,Zaventem,+32 3 512 86 82,0477-00 96 02,meryem.elamrani@telenet.be,https://www.algemeenziekenhuissintlucas.be,Algemeen Ziekenhuis Sint-Lucas,Gastro-enterologie,status na gastric bypass (RYGB),syndroom van Sjogren,Goldmann applanatie,m. Infraspinatus,Glucagen hypokit,Trianal suppo,beeld passend bij bursitis,25 000 ie,PRP,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000028,M,35-49,flemish,Antwerpen,Vlaanderen,town,Rik Goossens,dr. Sylvie Nkosi,dr. Rik Goossens,Els De Backer,Dochter,38 jaar,man,17-05-2026,19 mei 2026,20-03-2018,°9 mei 1988,88.05.09-353.96,7-74565-77-030,BE17578900622716,4304699013983733,Kasteelhof 210/3,2200,Herentals,059 66 88 26,0476-42 82 10,rik.goossens@proximus.be,https://www.klinieksintlucas.be,Kliniek Sint-Lucas,NKO,chronische rhinosinusitis,syndroom van Raynaud,Snellen 1,M. Supraspinatus,Lambipol 100 mg,Glucagen hypokit,lintvormige stoelgang,18u,APO,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000029,F,50-64,flemish,Oost-Vlaanderen,Vlaanderen,town,Inge Lambert,dr. Femke Jacobs,dr. Sylvie Nkosi,Els Coppens,Tante,62 jaar,vrouw,19 mei 2026,19-05-2026,28 november 2022,°1963-10-18,63101873818,5-37862-03-008,BE46 2154 0296 6821,4623120387509974,Abdijbaan 195/2,9300,Aalst,056 25 22 87,0490 82 07 67,inge.lambert@gmail.com,https://www.algemeenziekenhuisgroeninge.be,Algemeen Ziekenhuis Groeninge,Oftalmologie,cataract incipiens bilateraal,ziekte van Von Willebrand,Snellen 1,V. Saphena magna,Diltiazemzalf 2%,Depakine chrono 500 mg,beeld passend bij bursitis,1/d,co,watchful waiting,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jaar'}"
CASE000030,M,80-95,flemish,West-Vlaanderen,Vlaanderen,rural,Bart Jacobs,dr. Kris Van Acker,dr. Marleen Van den Berghe,Femke Coppens,Tante,80-jarige,man,14-04-2026,14-04-2026,17 mei 2022,°25 juni 1945,45.06.25-879.37,7-81463-66-003,BE45 4427 8321 3089,4392614293968562,Smidberg 244B,8600,Diksmuide,+32 2 339 74 01,0478 69 72 84,bart.jacobs@skynet.be,https://www.azvesalius.be,AZ Vesalius,Oftalmologie,cataract incipiens bilateraal,ziekte van Dupuytren,Humphrey - perimetrie,V. Saphena magna,Progor retard 180 mg,Atorstatine 20 mg,geel verkleurde sclerae,3x,PTO,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'text_nl', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'jarige'}"
CASE000031,F,50-64,eastern_european,Limburg,Vlaanderen,rural,Agnieszka Zielinski,dr. Nele Vermeulen,dr. Katrien Van Acker,Andrzej Nowak,Broer,59-jarige,vrouw,19-05-2026,20-05-2026,07/11/2017,°21/11/1966,66.11.21-370.75,2-11726-25-004,BE52 4866 5530 3096,4447212646471544,Visserspad 53,3700,Tongeren,+32 52 60 46 61,0490 31 73 66,agnieszka.zielinski@skynet.be,https://www.uzdamiaan.be,UZ Damiaan,Pneumologie,obstructief longlijden GOLD II,syndroom van Cushing,Bristol-schaal type 4,lig. Collaterale mediale,Trianal suppo,Trianal suppo,boomstructuur van de bronchi,25 000 ie,ESWT,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000032,M,80-95,central_african,Limburg,Vlaanderen,town,Blaise Bope,dr. Sofie Van Damme,dr. Veerle De Smet,Josiane Bope,Nicht,90,man,8 mei 2026,2026-05-09,29-08-2022,°08.12.1935,35.12.08-117.74,6-91240-79-007,BE39 1999 1195 4718,4891135290965613,Dorpdries 108C,3800,Sint-Truiden,03/661.79.79,0489 88 53 69,blaise.bope@telenet.be,https://www.kliniekonzelievevrouw.be,Kliniek Onze-Lieve-Vrouw,Oftalmologie,cataract incipiens bilateraal,ziekte van Crohn,Schirmer-test,M. Supraspinatus,Ventolin aerosol,Ventolin aerosol,beers-teken afwezig,4.95*,PTO,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_nl', 'DATE_VALIDATION': 'yyyy-mm-dd', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'bare'}"
CASE000033,F,50-64,flemish,Antwerpen,Vlaanderen,town,Inge Van Damme,dr. Katrien Jacobs,dr. Gaston Mukendi,Rik Van Damme,Broer,60 jaar,vrouw,28-04-2026,28-04-2026,11-11-2020,°1965-09-29,65.09.29 308 56,14685305004,BE10 9321 0490 5547,4825537147859694,Abdijdreef 85 bus 3,2300,Turnhout,015660937,0485 00 90 27,inge.vandamme@gmail.com,https://www.kliniekonzelievevrouw.be,Kliniek Onze-Lieve-Vrouw,Neurologie,migraine met aura,manoeuvre van Valsalva,Humphrey - perimetrie,N. Medianus,Progor retard 180 mg,Pantomed 40 mg,peervormige galblaas,BMI 20.808,OD,no evidence of malignancy,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'bus', 'AGE': 'jaar'}"
CASE000034,M,65-79,flemish,Antwerpen,Vlaanderen,urban,Bart Mertens,dr. Lieve Coppens,dr. Lode Declercq,Ann De Backer,Nicht,70-jarige,man,27-04-2026,28/4/2026,14-03-2024,º10-01-1956,56 01 10 635 54,1 56215 52 018,BE30 0126 7806 4653,4148580783613405,Gaverweg 100,2018,Antwerpen,02 340 43 84,+32 487 72 95 98,bart.mertens@gmail.com,https://www.azalma.be,AZ Alma,Fysische Geneeskunde en revalidatie,subacromiale bursitis,syndroom van Raynaud,teken van Tinel,m. Infraspinatus,Pantomed 40 mg,Glucagen hypokit,boomstructuur van de bronchi,12u,i.o.m.,shared decision making,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000035,F,50-64,flemish,Antwerpen,Vlaanderen,urban,Els De Backer,dr. Wouter De Smet,dr. Griet Mertens,Els Wouters,Tante,52-jarige,vrouw,14/04/2026,14-04-2026,09-12-2022,º25-02-1974,74.02.25-254.79,89846249030,BE85156721031901,4892975001701271,Bloemhof 193,2800,Mechelen,+32 52 90 17 51,0485/27.54.27,els.debacker@gmail.com,https://www.azdelta.be,AZ Delta,Fysische Geneeskunde en revalidatie,supraspinatuspeestendinose bilateraal,ziekte van Von Willebrand,Phalen-test,M. Supraspinatus,Lyumjev kwikpen,Ibuprofen 400 mg,hamstringletsel links,8u,ODS,Painful arc beiderzijds +,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000036,M,35-49,maghrebi,Antwerpen,Vlaanderen,rural,Mohamed El Habti,dr. Anas Alaoui,dr. Jan Claes,Hafida Cherkaoui,Zus,40,man,15-04-2026,16 april 2026,20/08/2025,º1985-07-10,85.07.10-837.18,22645144030,BE22 1447 1476 1229,4112196565234138,Meerssteenweg 118 bus 15,2400,Mol,03/189.09.27,0476-80 95 19,mohamed.elhabti@proximus.be,https://www.azdelta.be,AZ Delta,Orthopedie,carpaal tunnelsyndroom,ziekte van Dupuytren,Snellen 1,m. Deltoideus,Lambipol 100 mg,Ventolin aerosol,beers-teken afwezig,12u,antec.,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'plain', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'bus', 'AGE': 'bare'}"
CASE000037,F,65-79,eastern_european,West-Vlaanderen,Vlaanderen,town,Katarzyna Marinescu,dr. Filip Dubois,dr. Inge De Backer,Andrzej Kowalski,Oom,77 jaar,vrouw,24/05/2026,24-05-2026,28-11-2022,°6 oktober 1948,48.10.06-972.23,9-27630-78-030,BE09 3157 0848 8576,4210202758842520,Weverhof 206,8300,Knokke-Heist,054 91 46 30,0486145878,katarzyna.marinescu@proximus.be,https://www.znamiddelheim.be,ZNA Middelheim,NKO,chronische rhinosinusitis,syndroom van Cushing,Humphrey - perimetrie,M. Biceps caput longum,Ozempic 1 mg,Depakine chrono 500 mg,hamstringletsel links,300 ie/ml 1.5 ml,SSp,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd-mm-yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000038,M,50-64,flemish,West-Vlaanderen,Vlaanderen,urban,Marc Coppens,dr. Stijn Jacobs,dr. Salvatore Costa,Leen Janssens,Moeder,51-jarige,man,05-05-2026,6 mei 2026,23/06/2015,º22 sep 1974,74.09.22-037.47,6-79720-56-030,BE93 3531 5160 4213,4973832060385052,Eikenhof 164 bus 8,8000,Brugge,012/74.45.18,+32 484 25 37 72,marc.coppens@telenet.be,https://www.azalma.be,AZ Alma,Cardiologie,arteriele hypertensie,ziekte van Dupuytren,Bristol-schaal type 4,A. Radialis,Nexiam 20 mg,Glucagen hypokit,boomstructuur van de bronchi,300 ie/ml 1.5 ml,PTO,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_abbr', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'slash_dot', 'TELEFOON_MOBILE': 'intl', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000039,F,0-17,maghrebi,Vlaams-Brabant,Vlaanderen,town,Nadia El Fassi,dr. Femke Maes,dr. Geert Maes,Leila Alaoui,Moeder,4-jarige,vrouw,13/05/2026,14/05/2026,21-11-2022,°12/04/2022,22.04.12 852 83,8-71073-84-018,BE95495287286538,4356804420678838,Bloembaan 39/11,1500,Halle,+32 3 747 41 12,0479 90 89 77,nadia.elfassi@telenet.be,https://www.kliniekdamiaan.be,Kliniek Damiaan,Fysische Geneeskunde en revalidatie,supraspinatuspeestendinose bilateraal,syndroom van Guillain-Barre,Humphrey - perimetrie,M. Subscapularis,Glucagen hypokit,Asaflow 80 mg,beeld passend bij bursitis,18u,PPI,blurr-test,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'dashed', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jarige'}"
CASE000040,M,35-49,eastern_european,Oost-Vlaanderen,Vlaanderen,rural,Vasile Nowak,dr. Kris Declercq,dr. Luc Dubois,Piotr Wisniewski,Oom,45,man,01.05.2026,3/5/2026,10-05-2021,º26-04-1981,81.04.26-437.27,2-81201-02-018,BE64 9973 5461 1308,4856420593040782,Veldpad 144,9600,Ronse,09-263 83 80,0499/91.45.61,vasile.nowak@proximus.be,https://www.kliniekvesalius.be,Kliniek Vesalius,Dermatologie,psoriasis vulgaris,ziekte van Dupuytren,Barthel-index 90,M. Supraspinatus,Toujeo solostar,Glucagen hypokit,boomstructuur van de bronchi,BMI 20.808,PTO,SSp testen positief,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd.mm.yyyy', 'DATE_VALIDATION': 'd/m/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'slash_dot', 'STREET': 'plain', 'AGE': 'bare'}"
CASE000041,F,65-79,flemish,Oost-Vlaanderen,Vlaanderen,rural,Nele Willems,dr. Inge Coppens,dr. Lieve Coppens,Jonas Willems,Oom,76 jaar,vrouw,26/05/2026,26.05.2026,03/2025,º24 februari 1950,50.02.24 540 95,6 01207 96 003,BE27 2216 8102 0854,4895392644220965,Groenevest 91 bus 6,9500,Geraardsbergen,012 56 91 54,0475-93 55 81,nele.willems@telenet.be,https://www.azklina.be,AZ Klina,Orthopedie,gonartrose bilateraal,ziekte van Parkinson,Barthel-index 90,N. Medianus,Trianal suppo,L-thyroxine 50 mcg,geel verkleurde sclerae,100 e/ml 3 ml,PPI,SSp testen positief,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'mixed', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd.mm.yyyy', 'DATE_HISTORY': 'mm/yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'spaced', 'TELEFOON_MOBILE': 'dashed', 'STREET': 'bus', 'AGE': 'jaar'}"
CASE000042,M,35-49,flemish,Limburg,Vlaanderen,town,Pieter Schirmer,dr. Filip Wouters,dr. Mehmet Arslan,Ann Vermeulen,Tante,40 jaar,man,04-05-2026,5 mei 2026,02/09/2019,°23 apr 1986,86.04.23-885.65,7-06135-25-007,BE18 4946 1984 3437,4844431069872058,Oudelaan 151B,3800,Sint-Truiden,052997062,0486 20 06 12,pieter.schirmer@telenet.be,https://www.klinieknikolaas.be,Kliniek Nikolaas,Nefrologie,chronische nierinsufficientie stadium 3,ziekte van Bechterew,Humphrey - perimetrie,m. Deltoideus,Paracetamol 1 g,Ibuprofen 400 mg,lintvormige stoelgang,12u,ESWT,Painful arc beiderzijds +,,True,patient,patient,de heer,hij,zijn,"{'INSZ': 'dotted', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd/mm/yyyy', 'DOB': 'degree', 'TELEFOON': 'plain', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'letter', 'AGE': 'jaar'}"
CASE000043,F,50-64,flemish,Limburg,Vlaanderen,rural,Nele Wouters,dr. Ann Lambert,dr. Rosa Fernandez,Pieter Wouters,Oom,51-jarige,vrouw,11-05-2026,13 mei 2026,13-02-2025,º12-04-1975,75 04 12 684 74,2 01400 69 004,BE62 3808 2676 6533,4632945116868542,Weverbaan 32,3630,Maasmechelen,02-898 99 21,+32 487 22 21 27,nele.wouters@gmail.com,https://www.imeldaziekenhuis.be,Imeldaziekenhuis,Oftalmologie,cataract incipiens bilateraal,ziekte van Von Willebrand,Barthel-index 90,V. Saphena magna,Depakine chrono 500 mg,Glucagen hypokit,as 165 graden,1 a 2 /d,PPI,no evidence of malignancy,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd-mm-yyyy', 'DATE_VALIDATION': 'text_nl', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'masc_ordinal', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'intl', 'STREET': 'plain', 'AGE': 'jarige'}"
CASE000044,M,65-79,southern_european,Antwerpen,Vlaanderen,urban,Paulo Santos,dr. Elena Fernandez,dr. Els Willems,Elena Rossi,Zus,66-jarige,man,7 mei 2026,09/05/2026,19-02-2023,°1959-08-30,59 08 30 943 34,3 81631 64 018,BE47 3694 5408 7066,4890233030705349,Vijverlei 144 bus 13,2000,Antwerpen,+32 9 913 73 67,0484 07 65 20,paulo.santos@proximus.be,https://www.azturnhout.be,AZ Turnhout,Endocrinologie,type 2 diabetes mellitus,syndroom van Guillain-Barre,Glasgow Coma Scale 15,A. Radialis,Ibuprofen 400 mg,Glucagen hypokit,beeld passend bij bursitis,18u,i.o.m.,full range of motion,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'spaced', 'RIZIV': 'spaced', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'text_abbr', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'dd-mm-yyyy', 'DOB': 'degree', 'TELEFOON': 'intl', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'bus', 'AGE': 'jarige'}"
CASE000045,F,18-34,flemish,Limburg,Vlaanderen,rural,Ann Wouters,dr. Burak Yilmaz,dr. Kris Goossens,Sofie Wouters,Nicht,33 jaar,vrouw,26/4/2026,26/04/2026,28 jan 2016,º08-12-1992,92120893466,2 38741 73 006,BE64883050180684,4715454443283095,Kerkbaan 130,3900,Pelt,04-896 91 08,0456477182,ann.wouters@gmail.com,https://www.azmariamiddelares.be,AZ Maria Middelares,Reumatologie,osteoporose,ziekte van Hashimoto,teken van Tinel,M. Subscapularis,Asaflow 80 mg,Ibuprofen 400 mg,lintvormige stoelgang,BD: 146/68,ODS,full range of motion,,False,patient,patiente,mevrouw,zij,haar,"{'INSZ': 'plain', 'RIZIV': 'spaced', 'IBAN': 'plain', 'DATE_ENCOUNTER': 'd/m/yyyy', 'DATE_VALIDATION': 'dd/mm/yyyy', 'DATE_HISTORY': 'text_abbr', 'DOB': 'masc_ordinal', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'plain', 'STREET': 'plain', 'AGE': 'jaar'}"
CASE000046,M,65-79,maghrebi,Antwerpen,Vlaanderen,town,Hamza Cherkaoui,dr. Ilham Bouzid,dr. Bart De Smet,Samira El Fassi,Zus,74 jaar,man,15/04/2026,16.04.2026,27.05.2018,°28-08-1951,51082822958,8-80360-12-008,BE52 8650 9434 2411,4752500743292717,Abdijwal 134/6,2500,Lier,02-684 60 22,0483 52 72 58,hamza.cherkaoui@skynet.be,https://www.azdelta.be,AZ Delta,Fysische Geneeskunde en revalidatie,bekkenbodemhypertonie,manoeuvre van Valsalva,Phalen-test,A. Radialis,Sipralexa 20 mg,Depakine chrono 500 mg,lintvormige stoelgang,2cc,RYGB,Painful arc beiderzijds +,,False,patient,patient,de heer,hij,zijn,"{'INSZ': 'plain', 'RIZIV': 'dashed', 'IBAN': 'grouped', 'DATE_ENCOUNTER': 'dd/mm/yyyy', 'DATE_VALIDATION': 'dd.mm.yyyy', 'DATE_HISTORY': 'dd.mm.yyyy', 'DOB': 'degree', 'TELEFOON': 'dashed', 'TELEFOON_MOBILE': 'spaced', 'STREET': 'slash', 'AGE': 'jaar'}"
